手动艾特全然不同，脑子是个好东西，希望你也有一个 ​
" #校园霸凌#  #一起对校园欺凌说不# #一起对校园欺凌说不# 谢谢您，辛苦了,大家好最近我一直在反思，我不知道自己到底做的对不对？如果不对的话？难道说当社会上发出呼救的声音我不应该挺身而出，奋不顾身，不应该为她呐喊吗？如果不这样做的话，那与我心系天下，肩负使命的认知，大庇天下寒士俱欢颜，维护社会公平正义的梦想真的不矛盾吗？又难道说当最后的结果出来了 ​  展开全文,大家好最近我一直在反思，我不知道自己到底做的对不对？如果不对的话？难道说当社会上发出呼救的声音我不应该挺身而出，奋不顾身，不应该为她呐喊吗？如果不这样做的话，那与我心系天下，肩负使命的认知，大庇天下寒士俱欢颜，维护社会公平正义的梦想真的不矛盾吗？又难道说当最后的结果出来了我不应该告诉大家吗？那所有都在关注这件事的网友，我怎么对他们交代？我也想把所有的所有一股脑的告诉大家，可是身为一个法律人，我难道可以置国法于不顾，置职业道德于不顾吗？我在遵守法律和职业道德的基础之上已经尽最大的尺度告诉了大家能说的，难道真的错了吗？如果是对的话？为什么是这样的结局。我真的很矛盾每一层看起来都是对的，但最后……我真的很伤心，所以我决定闭口不言，不再援手。但有你们感谢这一段时间很多给我写信、留言支持、安慰、抱抱我的朋友们，我真的很感谢你们，我知道谢谢你这三个字已经完全承受不了我想表达的谢意分量，所以我不敢用语言来回复，如果可以，允许我抱抱你们。你们真的温暖了所有，给了我力量，让我觉得充满了爱和阳光。很多人真的很美好，很通情达理，我觉得最好的形容用在你们身上都不为过。我知道有你们的支持，我还是会义无反顾！第一个站出来！就算当阳光普照大地，依然会有阴冷之处，当我们被黑暗吞噬的时候，更要发出耀眼的光！大家不要失去希望。最近奔波了很久，只是可能需要闭关一段时间。 收起全文"
这件事解决了没呀是不是我漏看了什么，还是大事化小小事化了了 ​
#早安，太师# 早安呀 ​
关于太原师范欺凌事件的教育感悟 @微博会员 #我的教育反思# @微博会员 ​
 哪位官媒来给@王胜男DetSup 剩男姐姐佐证一下啊，可别成了一言堂 ​
太原师范学院 所以受害者到底是谁呢小宝贝们？ 北京 ​
这个事情的热度没了是么，想知道那个妹子最后怎么了。是大事化小，小事化了了么，受到伤害的人被你们捂住嘴巴就没有声音了么 ​
#瑤瑤最愛社會搖# ​​​希望为那sb死肥婆洗地的都司🐴了 有个大V从一开始就是在为李洗地 不想艾特她 脏了我的微博 还晒孩子照片 你做这种事就没想过自己孩子被别人辱骂欺辱吗恶心巴拉的 ​
弟弟妹妹们，不要报考太原师范学院啊！渣的一逼，无德！让你们父母少一份担心，多一份安心！不要去不要去！ 淮南 ​
 在师范学校呆的够久想一想今生或许因为使命而来😂……我就是当老师的命 ​
"舆论真是厉害，一天一个样，前两天跟风骂那个，这两天跟风这个，本校生表示对此一无所知，紧靠网络一点点了解。网上就出现了“我太师的朋友说学校怎么怎么做了”，哦，那您那朋友还真厉害，什么都知道，一个个被人牵着鼻头走，还装作自以为正义的审判，是个大V就可以随便审判别人吗，我 ​  展开全文,舆论真是厉害，一天一个样，前两天跟风骂那个，这两天跟风这个，本校生表示对此一无所知，紧靠网络一点点了解。网上就出现了“我太师的朋友说学校怎么怎么做了”，哦，那您那朋友还真厉害，什么都知道，一个个被人牵着鼻头走，还装作自以为正义的审判，是个大V就可以随便审判别人吗，我们渴求的仅仅是真相，别人推理一下怎么了，不符合你们心理的正义了，去群起而攻之，自己在网络上瞎BB，自己去调查啊，我觉得这个有道理，谁都不能反对，哦，你行你上啊。再见 收起全文"
"  #太原师范校园暴力#我向来是不惮以最坏的恶意，来推测中国人的，然而我还不料，也不信竟会凶残到这地步。 真是垃圾学校，垃圾领导。,   来围观正义网友和太原师范王芝芝(潘同学)在5月30日14点57分（视频名字写的时间是上传时写错了，这是正确时间）通话录音，原录音将近35分钟，经过剪辑留下关键部分还有10分钟33秒。看看太原师范是怎么处理校园霸凌事 ​  展开全文,   来围观正义网友和太原师范王芝芝(潘同学)在5月30日14点57分（视频名字写的时间是上传时写错了，这是正确时间）通话录音，原录音将近35分钟，经过剪辑留下关键部分还有10分钟33秒。看看太原师范是怎么处理校园霸凌事件的，先要求被霸凌学生删除微博未果，接着限制被霸凌学生的人身自由，没收学生手机，登陆学生微博账号删除爆料微博，再发两条“改口微博”，公然欺骗全社会！等明天王芝芝父母到校，肯定是软硬兼施，最后大事化小，小事化了……  @韩东言 @苏渝 @学生来吐槽 @哔哩剧小综 @纸上速评 @Mr孙宁 @扒圈新闻 @遇见吴杰臻 @野比大雄 全然不同的微博视频 收起全文"
"deidei，毁人清白必定付出代价，@王胜男DetSup 已经为她毫无根据地信口胡扯付出一定代价了，当然够不够还要由老天来判定，虽然正义总是迟到或者缺席，但是夜路走多了总会遇到鬼的！也不想想别人好好的为什么要骂她，特别是她原来的粉丝，粉她是因为道义，粉转路也是因为道义，因为她不揺碧莲，丝毫没有 ​  展开全文,deidei，毁人清白必定付出代价，@王胜男DetSup 已经为她毫无根据地信口胡扯付出一定代价了，当然够不够还要由老天来判定，虽然正义总是迟到或者缺席，但是夜路走多了总会遇到鬼的！也不想想别人好好的为什么要骂她，特别是她原来的粉丝，粉她是因为道义，粉转路也是因为道义，因为她不揺碧莲，丝毫没有因为曾经大家对她的同情和支持而回馈社会和它人，写的东西三观不正不忍卒读，还要顽固到底！  收起全文"
"【安全课堂】@圖新富國@天津交警设施处@济南公安@中国警方在线【“起侮辱性绰号”也属欺凌！严惩涉校违法犯罪！】近年校园欺凌事件时有发生，对于校园欺凌你了解多少？不管哪个年龄阶段，如果遭受校园欺凌，应该勇敢站出来，及时报警！法律给你撑腰！！！戳↓↓@晋中公安   @山西公安   ​  展开全文,【安全课堂】@圖新富國@天津交警设施处@济南公安@中国警方在线【“起侮辱性绰号”也属欺凌！严惩涉校违法犯罪！】近年校园欺凌事件时有发生，对于校园欺凌你了解多少？不管哪个年龄阶段，如果遭受校园欺凌，应该勇敢站出来，及时报警！法律给你撑腰！！！戳↓↓@晋中公安   @山西公安  #瑶瑶最爱社会摇# ​​​ 收起全文"
"全国反霸凌联盟 被设置了  加不上关注  评论不了  也没小号  只能在这说一句@王胜男DetSup 你大概已经忘了  你不但参与了审判  还把受害人 和 加害人  两个都来回审判了一遍 。都已经这么被打脸了  你竟然还不放过 学校  当事人  律师@水若子衿   甚至去现场帮忙的热心网友@Y-冷眼旁观   以为 ​  展开全文,全国反霸凌联盟 被设置了  加不上关注  评论不了  也没小号  只能在这说一句@王胜男DetSup 你大概已经忘了  你不但参与了审判  还把受害人 和 加害人  两个都来回审判了一遍 。都已经这么被打脸了  你竟然还不放过 学校  当事人  律师@水若子衿   甚至去现场帮忙的热心网友@Y-冷眼旁观   以为拉黑所有对你有质疑网友  只留一些粉丝  你便还能继续活在那个“校园霸凌的正义使者” 的人设里， 醒醒吧  谎言终究会被拆穿  你早已变成了那个引起网络暴力的先驱者。#校园霸凌# 收起全文"
高考已经结束了，小朋友们可以点进这个超话看看，希望大家都有独立思考的能力，至少比被蒙在鼓里，什么都不知道来得好点。 ​​​
真不敢相信这所学校目前还敢顶着师范学校的名头在外面继续为所欲为。 ​
感谢学校🙏感谢宿管阿姨🙏为我们异地🐶 和单身🐶 留了一条活路 #榆次大学城# @榆次大学城 @山西大学城校园广播 晋中·太原师范学院 ​
呵，真棒，这学校进入我家的黑名单辽 ​
 这件事情又是不了了之了 ​
学校这天有点怪。🤔 🤔 晋中·太原师范学院 ​
#瑤瑤最愛社會搖#  就  愿芝芝安好  谢律师相助  这不了了之的霸凌事件让很多人都沸腾热血冰  清楚地加深一个感受:  生活啊  到处是无力 ​
可真是“和谐社会”啊啊 ​
 刚刚重新看了一遍事件经过，当事人父母决定不立案处理，而且没有后续，所以把整件事放到网上就是为了引起舆论关注吗？真的觉得挺害怕的，把事情这样放到网上随便说。 ​
全国反霸凌联盟超话已成立，相关话题可发布在超话！#校园霸凌# ​
太原师范学院 王胜男或成为此次校园暴力最大赢家 ​
"#太原师范#  #不要报考太原师范学院# #太原师范校园暴力# #王芝芝会有狗的#  #芝芝不要妥协# #朋友#,  @水若子衿 谢谢，辛苦了罚的非芝芝，也就是说施暴者确实是有错的一方罚的非芝芝，也就是说施暴者确实是有错的一方罚的非芝芝，也就是说施暴者确实是有错的一方而非普通的打闹而非普通的打闹而非普通的打闹只要恶人得到应有的惩罚，受害者能够接受，这样的结果也 ​  展开全文,  @水若子衿 谢谢，辛苦了罚的非芝芝，也就是说施暴者确实是有错的一方罚的非芝芝，也就是说施暴者确实是有错的一方罚的非芝芝，也就是说施暴者确实是有错的一方而非普通的打闹而非普通的打闹而非普通的打闹只要恶人得到应有的惩罚，受害者能够接受，这样的结果也许是最好的吧，芝芝，小龙，芝芝朋友，加油年轻的姑娘们，不要因为自己不能控制的事情想太多，阳光依旧会灿烂，乌云过后，彩虹依旧会出现，加油勇敢的姑娘，未来你要用更好的人生，回应这一切，加油就此知道了恶人被处罚，看到芝芝的坚持有了一定的结果，谢谢那些事后没有落井下石，没有违背良心的胡说八道的人们我不在关注这件事情了因为看的让人心灰意冷，我还是看一些美好的风景比较好芝芝，人生坎坷有大有小，请继续加油，加油 收起全文"
"这件事情过去那么久，学校一点处理的动静都没有，真的是太失望了。 但是我还是坚持着，告诉我身边所有在高考的人，就是不报这个学校！把事情压下去有什么用，反正那么多人都知道了！  ​  展开全文,这件事情过去那么久，学校一点处理的动静都没有，真的是太失望了。 但是我还是坚持着，告诉我身边所有在高考的人，就是不报这个学校！把事情压下去有什么用，反正那么多人都知道了！ 河池 收起全文"
今天我又来了，来这里就是来骂一下这个毫无师德的师范学院！！！一所烂到骨子里的学校，高考结束了。各位考生三年来的辛苦不是给自己找个地方受欺负的。 ​
"#不要报考太原师范学院#高考结束了，祝大家都有一个满意的，对得起自己的成绩，当然了，报志愿也要对自己负责，这种垃圾学校就别报了，可能会死还有@王胜男DetSup ，我收回之前感谢你发声的话，你tm就是一个墙头草，怕掉粉的lj，就是有你这种蹭热度的人，真正想发声的人才有这么多顾忌 ​  展开全文,#不要报考太原师范学院#高考结束了，祝大家都有一个满意的，对得起自己的成绩，当然了，报志愿也要对自己负责，这种垃圾学校就别报了，可能会死还有@王胜男DetSup ，我收回之前感谢你发声的话，你tm就是一个墙头草，怕掉粉的lj，就是有你这种蹭热度的人，真正想发声的人才有这么多顾忌#太师校园暴力# 收起全文"
"事实证明我言行一致，没有80%以上的把握我不会对任何事妄下判断，顶多分析一番让大家自行判断，梁律师《最后的定音》所言跟我的推测基本一致，对于此事的看法，我从头到尾都没有动摇过。至于为什么会坚信自己的判断，当然是综合各种信息，其中新疆的热心网友和芝芝的通话录音为我提供了最多信息，再加 ​  展开全文,事实证明我言行一致，没有80%以上的把握我不会对任何事妄下判断，顶多分析一番让大家自行判断，梁律师《最后的定音》所言跟我的推测基本一致，对于此事的看法，我从头到尾都没有动摇过。至于为什么会坚信自己的判断，当然是综合各种信息，其中新疆的热心网友和芝芝的通话录音为我提供了最多信息，再加上自身的阅历可以弥补信息的不足，最后通过分析得出结论，而不是像王胜男一样凭空臆想恶意揣度他人。主要是没什么时间，否则我从头到尾梳理一遍事情的来龙去脉的话大家都能看明白的。关于抑郁症，我认为我是有发言权的，我曾经因为患了抑郁症蹉跎了人生中最美好的二十年，历尽苦难最后才靠自己走了出来。抑郁症最可怕的地方就在于，即使抑郁症患者内心压抑挣扎如惊涛骇浪，外表却依然平静，顶多显得有些怪异，内外两重天，除非有意识地去观察，否则旁人很难感觉得到异常，所以很多时候都是悲剧酿成之后别人才惊觉他（她）原来是患了病，而心情抑郁和抑郁症完全是两码事，不能混为一谈，所以请喷子们慎言看上去像不像抑郁症那种无知话语。抑郁症是有诱发病因的，压力、压抑、刺激、痛苦都会诱发抑郁症，是人的精神承受能力达到极限从而引起大脑器质性病变，抑郁症其实可以说是一种由精神引起的物理疾病。芝芝家人说她曾经活泼可爱，在没有听说她有其他痛苦遭遇的情况下会患上重度抑郁，说明只可能是她微博上述说的经历都是真实的，这就是为什么我坚信芝芝确实长期遭受霸凌的主要原因。民间还有一种说法，就是患抑郁症的大多是好人（不是信口胡说，可百度），其实也很好理解，只有那种把责任归咎自己，宁愿自己忍受痛苦煎熬也不愿意迁怒别人，还想着与人为善处处留有余地的人，才容易患抑郁症，而那种没有底线、随便就可以把怒火和怨恨转嫁、发泄给他人或社会的人，是无论如何不可能患抑郁症的。所以那时候我听了芝芝的通话录音，发现在那种困难的处境下，芝芝还想着不要影响和牵连别人，还有她说话时的语气和表现，我断定她是一个不失善良的人，绝不会是那种为了发泄自己内心的怨恨，在网络上装可怜、玩心机、不怕丢人现眼的人。至于有的人拿开诊断书的是个小医院来说话，也不想想芝芝完全可能因为隐私的原因而选择一个小医院看病，如果立案了，是否患病都要经过权威重新鉴定，如果是假的，报假案自然要付出代价，而在公安和法院没立案的情况下，就为了你们的怀疑要再去重新鉴定，换了你你愿意干吗？最后还是感谢@水若子衿 律师的善良和仗义，奉劝那些有意或无意在没有证据的情况下，肆意侮辱或抹黑受害者的人，不要做那个压倒骆驼的最后一根稻草，否则会有报应的！最后说句题外话，正义没有时间观念，经常缺席或迟到，中国的司法公正之路还有很远，就是因为制度不健全，所以才让坏人们暂时占了上风，但现在局势已经在扭转，只要人人都心存善念，社会会越来越美好的！    收起全文"
没别的，单纯就是告诉高考的你们，别报太师，我没想抹黑这学校，我太师的朋友告诉我霸凌事件被私了。当然，你要觉得你是那种十里八乡的带恶人可以进去试试水跟学姐们较量较量 ​
"@王胜男DetSup @王胜男DetSup @王胜男DetSup #太原师范学院# 我他妈真服了你了大多数人对你的感受都是谢谢你发声 到 您可闭嘴吧别带节奏了赶紧  真的你能不能别管这件事了啊 别在那里引导舆论了啊 你觉得如果这个事还是全民轰动状态的话 能够很好的解决吗？现在很多热度已经下去了 就让人家当事人处 ​  展开全文,@王胜男DetSup @王胜男DetSup @王胜男DetSup #太原师范学院# 我他妈真服了你了大多数人对你的感受都是谢谢你发声 到 您可闭嘴吧别带节奏了赶紧  真的你能不能别管这件事了啊 别在那里引导舆论了啊 你觉得如果这个事还是全民轰动状态的话 能够很好的解决吗？现在很多热度已经下去了 就让人家当事人处理就行了啊 我知道你觉得 潘 撒谎造谣了 李和赵受到了不该有的对待  你所有含沙射影的微博 点赞 都可以归类为:大家跟着我开始讨伐潘 为当初李赵受的网络暴力洗刷内心愧疚 冲冲冲 所以作为一个曾经的受害者 就算你笃定事情有猫腻 你的解决办法就是以暴制暴啊？ 真的这么关心 真的不是戾气重 真的为了李赵感觉愧疚 你为啥不直接飞去太师当面道歉呢？非他妈一个20万粉丝博主在网上逼逼逼逼逼逼  您认清楚一点 当初很多人通过你 去骂李赵的 所以你觉得愧疚想要弥补无可厚非  但是引导新的骂战和讨伐绝对不是正确的办法 你利用自己仅有的影响力去试图寻求所谓正义的吃相真的好难看 (plus:看看截图你这样子 我的天 你的经历都上过新闻啊 你自己与暴力对抗这么久啊 你在这件事中挑起的舆论还他妈不够啊？还有脸说 “还好你没有”  真的🐂🍺 最后: 知道你很多媒体资源 也知道你有过经验 没有任何人否定过你的初衷(甚至有人因为潘当初不接受你的帮助 而为你抱不平 这是网友能给你这位陌生人最大的信任) 但是 您说:媒体不跟进了=潘有问题 我 您还解释 说因为媒体不跟进只有两种情况   要吗有更大势力介入  要吗当事人有问题  我 有没有更大势力我不知道 当事人有没有问题我更不清楚  但是您？ 是这世间所有涉及到媒体的案件您都列入过吗？能总结出这样惊天地泣鬼神清楚到令人头皮发麻的规律？真的省点心吧您 看到你都有宝宝了 很可爱 有自己的家了 就各自安好啊 还是那句话  真为了谁抱不平 引起新的骂战绝对不是正确的!!!! 收起全文"
" #校园霸凌# #太原师范学院# #一起对校园欺凌说不# #太原某校校园暴力#  杠文走到这里，明显不堪一击。有脑子的还是有脑子的。不管是杠精还是蹭热度，关掉网络，你谁也成为不了。,一群杠精，杠完照片杠抑郁杠完抑郁杠杠律师。律师被你们杠哭了都。求锤得锤满意了？律师微@水若子衿 居然还弄了个话题叫暴力反转。这算自我安慰吗？#太原师范校园暴力##我是春虫虫哈哈哈##太原师范学院##不要报考太原师范学院# ​  展开全文,一群杠精，杠完照片杠抑郁杠完抑郁杠杠律师。律师被你们杠哭了都。求锤得锤满意了？律师微@水若子衿 居然还弄了个话题叫暴力反转。这算自我安慰吗？#太原师范校园暴力##我是春虫虫哈哈哈##太原师范学院##不要报考太原师范学院##抵制太原师范学院##太原師範學院校園暴力##太原师范学院校园暴力反转# 收起全文"
"一群杠精，杠完照片杠抑郁杠完抑郁杠杠律师。律师被你们杠哭了都。求锤得锤满意了？律师微@水若子衿 居然还弄了个话题叫暴力反转。这算自我安慰吗？#太原师范校园暴力##我是春虫虫哈哈哈##太原师范学院##不要报考太原师范学院# ​  展开全文,一群杠精，杠完照片杠抑郁杠完抑郁杠杠律师。律师被你们杠哭了都。求锤得锤满意了？律师微@水若子衿 居然还弄了个话题叫暴力反转。这算自我安慰吗？#太原师范校园暴力##我是春虫虫哈哈哈##太原师范学院##不要报考太原师范学院##抵制太原师范学院##太原師範學院校園暴力##太原师范学院校园暴力反转# 收起全文"
"#校园霸凌#  #太原师范学院# 我的天  谢谢！感谢还是能及时出面说一句  就那么一句  秉持正义的网友才能昂首挺胸的去遏制一场正在预谋对受害人进行网爆行动。再次感谢！@王胜男DetSup 出来挨打！,抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：网页链接 ​"
